0.77194,546,1.99841
0.76891,546,1.99802
0.76869,546,1.99720
0.76972,546,2.00127
0.76843,546,1.99982
0.76956,546,2.00211
0.76878,546,1.99885
0.76831,546,1.99772
0.77106,546,1.99973
0.77011,546,2.00255
0.77266,546,1.99671
0.77130,546,2.00045
0.76908,546,2.00066
0.76655,546,2.00293
0.77103,546,1.99827
0.76883,546,1.99659
0.76937,546,1.99903
0.76735,546,2.00155
0.77255,546,1.99995
0.76939,546,2.00087
0.76996,546,1.99784
0.76869,546,1.99941
0.77050,546,2.00002
0.77042,546,1.99695
0.77133,546,2.00001
0.77511,546,1.99922
0.77065,546,2.00566
0.77039,546,1.99986
0.76803,546,2.00306
0.76768,546,2.00085
0.76905,546,1.99962
0.76715,546,2.00269
0.76944,546,1.99757
0.77251,546,1.99899
0.77067,546,2.00168
0.77095,546,1.99561
0.77139,546,1.99980
0.76934,546,1.99978
0.76678,546,2.00038
0.76727,546,1.99943
0.77031,546,2.00215
0.76836,546,2.00290
0.77189,546,1.99914
0.76778,546,1.99711
0.77054,546,1.99853
0.77240,546,1.99864
0.76820,546,2.00047
0.76863,546,2.00002
0.77197,546,2.00023
0.77024,546,2.00041
0.76661,546,2.00078
0.77032,546,2.00179
0.77121,546,1.99960
0.77206,546,1.99941
0.77049,546,1.99938
0.77092,546,1.99925
0.77330,546,2.00403
0.77175,546,2.00308
0.76692,546,1.99716
0.76936,546,2.00008
0.76960,546,1.99672
0.77230,546,2.00431
0.77256,546,2.00217
0.77045,546,1.99831
0.77015,546,2.00421
0.76930,546,1.99909
0.77221,546,2.00235
0.76830,546,1.99948
0.76900,546,2.00014
0.77221,546,1.99839
0.77218,546,2.00020
0.77465,546,2.00064
0.76981,546,2.00115
0.76933,546,1.99641
0.76952,546,1.99949
0.76682,546,1.99985
0.76587,546,1.99930
0.77049,546,2.00019
0.76918,546,1.99983
0.76843,546,2.00002
0.79865,464,1.69783
0.79907,464,1.70016
0.79820,464,1.70448
0.79825,464,1.69908
0.79769,464,1.69769
0.79991,464,1.69826
0.79740,464,1.69856
0.79656,464,1.69613
0.79761,464,1.70138
0.79893,464,1.70275
0.80004,464,1.70068
0.80230,464,1.69944
