Beispieldatei - generiert von generate_examples.py
Slewrate: 0.35 mV/s
Number Time U[V] I[A]
1	0.000000	0.050000	0.826020
2	14.285714	0.055000	0.838448
3	28.571429	0.060000	0.854323
4	42.857143	0.065000	0.857084
5	57.142857	0.070000	0.867788
6	71.428571	0.075000	0.870610
7	85.714286	0.080000	0.879670
8	100.000000	0.085000	0.883193
9	114.285714	0.090000	0.886072
10	128.571429	0.095000	0.889711
11	142.857143	0.100000	0.891421
12	157.142857	0.105000	0.896163
13	171.428571	0.110000	0.896565
14	185.714286	0.115000	0.896944
15	200.000000	0.120000	0.898518
16	214.285714	0.125000	0.902894
17	228.571429	0.130000	0.907009
18	242.857143	0.135000	0.905326
19	257.142857	0.140000	0.905801
20	271.428571	0.145000	0.907538
21	285.714286	0.150000	0.910417
22	300.000000	0.155000	0.909007
23	314.285714	0.160000	0.908447
24	328.571429	0.165000	0.912128
25	342.857143	0.170000	0.911374
26	357.142857	0.175000	0.914150
27	371.428571	0.180000	0.911975
28	385.714286	0.185000	0.909662
29	400.000000	0.190000	0.909853
30	414.285714	0.195000	0.916350
31	428.571429	0.200000	0.916938
32	442.857143	0.205000	0.913560
33	457.142857	0.210000	0.913569
34	471.428571	0.215000	0.917664
35	485.714286	0.220000	0.912925
36	500.000000	0.225000	0.913739
37	514.285714	0.230000	0.917199
38	528.571429	0.235000	0.915502
39	542.857143	0.240000	0.916656
40	557.142857	0.245000	0.916710
41	571.428571	0.250000	0.918079
42	585.714286	0.255000	0.920584
43	600.000000	0.260000	0.918312
44	614.285714	0.265000	0.919780
45	628.571429	0.270000	0.914750
46	642.857143	0.275000	0.919111
47	657.142857	0.280000	0.917878
48	671.428571	0.285000	0.917482
49	685.714286	0.290000	0.918518
50	700.000000	0.295000	0.919960
51	714.285714	0.300000	0.922814
52	728.571429	0.305000	0.918682
53	742.857143	0.310000	0.921748
54	757.142857	0.315000	0.921071
55	771.428571	0.320000	0.921735
56	785.714286	0.325000	0.924748
57	800.000000	0.330000	0.924170
58	814.285714	0.335000	0.926119
59	828.571429	0.340000	0.923486
60	842.857143	0.345000	0.922754
61	857.142857	0.350000	0.924049
62	871.428571	0.355000	0.925332
63	885.714286	0.360000	0.925551
64	900.000000	0.365000	0.923379
65	914.285714	0.370000	0.926079
66	928.571429	0.375000	0.926705
67	942.857143	0.380000	0.931634
68	957.142857	0.385000	0.930703
69	971.428571	0.390000	0.925593
70	985.714286	0.395000	0.927074
71	1000.000000	0.400000	0.925072
72	1014.285714	0.405000	0.927168
73	1028.571429	0.410000	0.929331
74	1042.857143	0.415000	0.931461
75	1057.142857	0.420000	0.927941
76	1071.428571	0.425000	0.928441
77	1085.714286	0.430000	0.925805
78	1100.000000	0.435000	0.930124
79	1114.285714	0.440000	0.928675
80	1128.571429	0.445000	0.930091
81	1142.857143	0.450000	0.929746
