07/10/2026 10:00:00 AM.000
-0.9000	-0.9659	-1.0171	-1.0537	-1.0756	-1.0829	-1.0756	-1.0537	-1.0171	-0.9659
-0.9512	-1.0171	-1.0683	-1.1049	-1.1268	-1.1341	-1.1268	-1.1049	-1.0683	-1.0171
-0.9878	-1.0537	-1.1049	-1.1415	-1.1634	-1.1707	-1.1634	-1.1415	-1.1049	-1.0537
-1.0098	-1.0756	-1.1268	-1.1634	-1.1854	-1.1927	-1.1854	-1.1634	-1.1268	-1.0756
-1.0171	-1.0829	-1.1341	-1.1707	-1.1927	-1.2000	-1.1927	-1.1707	-1.1341	-1.0829
-1.0098	-1.0756	-1.1268	-1.1634	-1.1854	-1.1927	-1.1854	-1.1634	-1.1268	-1.0756
-0.9878	-1.0537	-1.1049	-1.1415	-1.1634	-1.1707	-1.1634	-1.1415	-1.1049	-1.0537
-0.9512	-1.0171	-1.0683	-1.1049	-1.1268	-1.1341	-1.1268	-1.1049	-1.0683	-1.0171
07/10/2026 10:00:01 AM.000
-0.9150	-0.9820	-1.0340	-1.0712	-1.0935	-1.1010	-1.0935	-1.0712	-1.0340	-0.9820
-0.9671	-1.0340	-1.0861	-1.1233	-1.1456	-1.1530	-1.1456	-1.1233	-1.0861	-1.0340
-1.0043	-1.0712	-1.1233	-1.1605	-1.1828	-1.1902	-1.1828	-1.1605	-1.1233	-1.0712
-1.0266	-1.0935	-1.1456	-1.1828	-1.2051	-1.2126	-1.2051	-1.1828	-1.1456	-1.0935
-1.0340	-1.1010	-1.1530	-1.1902	-1.2126	-1.2200	-1.2126	-1.1902	-1.1530	-1.1010
-1.0266	-1.0935	-1.1456	-1.1828	-1.2051	-1.2126	-1.2051	-1.1828	-1.1456	-1.0935
-1.0043	-1.0712	-1.1233	-1.1605	-1.1828	-1.1902	-1.1828	-1.1605	-1.1233	-1.0712
-0.9671	-1.0340	-1.0861	-1.1233	-1.1456	-1.1530	-1.1456	-1.1233	-1.0861	-1.0340
07/10/2026 10:00:02 AM.000
-0.9300	-0.9980	-1.0510	-1.0888	-1.1115	-1.1190	-1.1115	-1.0888	-1.0510	-0.9980
-0.9829	-1.0510	-1.1039	-1.1417	-1.1644	-1.1720	-1.1644	-1.1417	-1.1039	-1.0510
-1.0207	-1.0888	-1.1417	-1.1795	-1.2022	-1.2098	-1.2022	-1.1795	-1.1417	-1.0888
-1.0434	-1.1115	-1.1644	-1.2022	-1.2249	-1.2324	-1.2249	-1.2022	-1.1644	-1.1115
-1.0510	-1.1190	-1.1720	-1.2098	-1.2324	-1.2400	-1.2324	-1.2098	-1.1720	-1.1190
-1.0434	-1.1115	-1.1644	-1.2022	-1.2249	-1.2324	-1.2249	-1.2022	-1.1644	-1.1115
-1.0207	-1.0888	-1.1417	-1.1795	-1.2022	-1.2098	-1.2022	-1.1795	-1.1417	-1.0888
-0.9829	-1.0510	-1.1039	-1.1417	-1.1644	-1.1720	-1.1644	-1.1417	-1.1039	-1.0510
07/10/2026 10:00:03 AM.000
-0.9450	-1.0141	-1.0679	-1.1063	-1.1294	-1.1371	-1.1294	-1.1063	-1.0679	-1.0141
-0.9988	-1.0679	-1.1217	-1.1601	-1.1832	-1.1909	-1.1832	-1.1601	-1.1217	-1.0679
-1.0372	-1.1063	-1.1601	-1.1985	-1.2216	-1.2293	-1.2216	-1.1985	-1.1601	-1.1063
-1.0602	-1.1294	-1.1832	-1.2216	-1.2446	-1.2523	-1.2446	-1.2216	-1.1832	-1.1294
