Beispieldatei - generiert von generate_examples.py
Slewrate: 1 mV/s
Number Time U[V] I[A]
1	0.000000	0.070000	0.051547
2	5.000000	0.075000	0.051575
3	10.000000	0.080000	0.051418
4	15.000000	0.085000	0.051638
5	20.000000	0.090000	0.051371
6	25.000000	0.095000	0.049016
7	30.000000	0.100000	0.050967
8	35.000000	0.105000	0.053929
9	40.000000	0.110000	0.049463
10	45.000000	0.115000	0.051921
11	50.000000	0.120000	0.050760
12	55.000000	0.125000	0.052723
13	60.000000	0.130000	0.051823
14	65.000000	0.135000	0.055655
15	70.000000	0.140000	0.053813
16	75.000000	0.145000	0.050276
17	80.000000	0.150000	0.054342
18	85.000000	0.155000	0.051551
19	90.000000	0.160000	0.052046
20	95.000000	0.165000	0.053928
21	100.000000	0.170000	0.052417
22	105.000000	0.175000	0.055286
23	110.000000	0.180000	0.052051
24	115.000000	0.185000	0.052462
25	120.000000	0.190000	0.052487
26	125.000000	0.195000	0.052769
27	130.000000	0.200000	0.056198
28	135.000000	0.205000	0.055358
29	140.000000	0.210000	0.057620
30	145.000000	0.215000	0.058835
31	150.000000	0.220000	0.052339
32	155.000000	0.225000	0.054641
33	160.000000	0.230000	0.052248
34	165.000000	0.235000	0.053145
35	170.000000	0.240000	0.053540
36	175.000000	0.245000	0.052786
37	180.000000	0.250000	0.052896
38	185.000000	0.255000	0.054811
39	190.000000	0.260000	0.052767
40	195.000000	0.265000	0.056984
41	200.000000	0.270000	0.053564
42	205.000000	0.275000	0.061119
43	210.000000	0.280000	0.054697
44	215.000000	0.285000	0.055844
45	220.000000	0.290000	0.053209
46	225.000000	0.295000	0.059312
47	230.000000	0.300000	0.058239
48	235.000000	0.305000	0.056694
49	240.000000	0.310000	0.053506
50	245.000000	0.315000	0.056721
51	250.000000	0.320000	0.054157
52	255.000000	0.325000	0.059425
53	260.000000	0.330000	0.058218
54	265.000000	0.335000	0.056891
55	270.000000	0.340000	0.051927
56	275.000000	0.345000	0.054933
57	280.000000	0.350000	0.058376
58	285.000000	0.355000	0.059526
59	290.000000	0.360000	0.059418
60	295.000000	0.365000	0.054116
61	300.000000	0.370000	0.058003
62	305.000000	0.375000	0.059531
63	310.000000	0.380000	0.054283
64	315.000000	0.385000	0.057684
65	320.000000	0.390000	0.058348
66	325.000000	0.395000	0.057298
67	330.000000	0.400000	0.054296
68	335.000000	0.405000	0.057449
